0 0:0:0, ,3.90,-14.72,3.88,147.20, ,0.00,0.00,0.00,0.00, ,4.86,10.48,4.87,104.80
0 0:0:8, ,3.90,-14.76,3.89,147.60, ,0.00,0.00,0.00,0.00, ,4.88,10.52,4.89,105.20
0 0:0:16, ,3.90,-14.76,3.89,147.60, ,0.00,0.00,0.00,0.00, ,4.87,10.52,4.88,105.20
0 0:0:24, ,3.90,-14.76,3.88,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:0:32, ,3.89,-14.76,3.87,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:0:40, ,3.90,-14.80,3.88,148.00, ,0.00,0.00,0.00,0.00, ,4.87,10.52,4.88,105.20
0 0:0:48, ,3.89,-14.76,3.87,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:0:56, ,3.88,-14.76,3.87,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.48,4.87,104.80
0 0:1:4, ,3.88,-14.76,3.87,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:1:12, ,3.88,-14.76,3.87,147.60, ,0.00,0.00,0.00,0.00, ,4.86,10.48,4.87,104.80
0 0:1:20, ,3.88,-14.80,3.87,148.00, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:1:28, ,3.88,-14.80,3.87,148.00, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:1:36, ,3.88,-14.80,3.87,148.00, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:1:44, ,3.87,-14.76,3.86,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:1:52, ,3.87,-14.76,3.86,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:2:0, ,3.87,-14.76,3.86,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:2:8, ,3.86,-14.76,3.85,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:2:16, ,3.86,-14.76,3.85,147.60, ,0.00,0.00,0.00,0.00, ,4.84,10.48,4.85,104.80
0 0:2:24, ,3.86,-14.76,3.85,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:2:32, ,3.87,-14.80,3.86,148.00, ,0.00,0.00,0.00,0.00, ,4.85,10.52,4.86,105.20
0 0:2:40, ,3.87,-14.80,3.86,148.00, ,0.00,0.00,0.00,0.00, ,4.85,10.52,4.86,105.20
0 0:2:48, ,3.86,-14.80,3.85,148.00, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:2:56, ,3.86,-14.76,3.85,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:3:4, ,3.87,-14.80,3.86,148.00, ,0.00,0.00,0.00,0.00, ,4.85,10.52,4.86,105.20
0 0:3:12, ,3.86,-14.76,3.85,147.60, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:3:20, ,3.86,-14.80,3.85,148.00, ,0.00,0.00,0.00,0.00, ,4.85,10.48,4.86,104.80
0 0:3:28, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:3:36, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:3:44, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:3:52, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:0, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:8, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:16, ,3.88,-14.84,3.87,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:24, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:32, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:40, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:48, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:4:56, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:4, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:12, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:20, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:28, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:36, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:44, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:5:52, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:0, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:8, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:16, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:24, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:32, ,3.88,-14.88,3.87,148.80, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:40, ,3.87,-14.88,3.86,148.80, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:6:48, ,3.88,-14.88,3.87,148.80, ,0.00,0.00,0.00,0.00, ,4.86,10.56,4.87,105.60
0 0:6:56, ,3.87,-14.84,3.86,148.80, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:4, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:12, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:20, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:28, ,3.87,-14.84,3.86,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:36, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:44, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:7:52, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:8:0, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
0 0:8:8, ,3.86,-14.84,3.85,148.40, ,0.00,0.00,0.00,0.00, ,4.86,10.52,4.87,105.20
