0 0:21:36, ,3.51,48.40,-484.00, ,11.41,30.48,-304.80, ,3.81,24.96,249.60
0 0:21:44, ,3.51,48.36,-483.60, ,11.41,30.44,-304.40, ,3.81,24.96,249.60
0 0:21:52, ,3.52,48.32,-483.20, ,11.41,30.44,-304.40, ,3.81,24.96,249.60
0 0:22:0, ,3.52,48.28,-482.80, ,11.41,30.44,-304.40, ,3.81,24.96,249.60
0 0:22:8, ,3.51,48.24,-482.40, ,11.41,30.40,-304.00, ,3.81,24.96,249.60
0 0:22:16, ,3.52,48.24,-482.40, ,11.41,30.40,-304.00, ,3.81,24.96,249.60
0 0:22:24, ,3.52,48.20,-482.00, ,11.41,30.40,-304.00, ,3.81,24.96,249.60
0 0:22:32, ,3.52,48.16,-481.60, ,11.41,30.36,-303.60, ,3.81,24.96,249.60
0 0:22:40, ,3.52,48.16,-481.60, ,11.41,30.36,-303.60, ,3.81,24.96,249.60
0 0:22:48, ,3.52,48.08,-480.80, ,11.41,30.36,-303.60, ,3.81,24.96,249.60
0 0:22:56, ,3.52,48.08,-480.80, ,11.41,30.36,-303.60, ,3.81,24.96,249.60
0 0:23:4, ,3.52,48.04,-480.40, ,11.41,30.32,-303.20, ,3.81,24.96,249.60
0 0:23:12, ,3.52,48.00,-480.00, ,11.41,30.32,-303.20, ,3.81,24.96,249.60
0 0:23:20, ,3.52,48.00,-480.00, ,11.41,30.32,-303.20, ,3.81,24.96,249.60
0 0:23:28, ,3.52,47.96,-479.60, ,11.41,30.28,-302.80, ,3.81,24.96,249.60
0 0:23:36, ,3.52,47.92,-479.20, ,11.41,30.28,-302.80, ,3.81,24.96,249.60
0 0:23:44, ,3.52,47.88,-478.80, ,11.41,30.28,-302.80, ,3.81,24.96,249.60
0 0:23:52, ,3.52,47.88,-478.80, ,11.41,30.24,-302.40, ,3.81,24.92,249.20
0 0:24:0, ,3.52,47.84,-478.40, ,11.41,30.24,-302.40, ,3.81,24.96,249.60
0 0:24:8, ,3.52,47.84,-478.40, ,11.41,30.24,-302.40, ,3.81,24.92,249.20
0 0:24:16, ,3.52,47.80,-478.00, ,11.41,30.24,-302.40, ,3.81,24.96,249.60
0 0:24:24, ,3.52,47.76,-477.60, ,11.41,30.20,-302.00, ,3.81,24.96,249.60
0 0:24:32, ,3.52,47.76,-477.60, ,11.41,30.20,-302.00, ,3.81,24.96,249.60
0 0:24:40, ,3.52,47.72,-477.20, ,11.41,30.20,-302.00, ,3.81,24.96,249.60
0 0:24:48, ,3.52,47.72,-477.20, ,11.41,30.20,-302.00, ,3.81,24.96,249.60
0 0:24:56, ,3.52,47.68,-476.80, ,11.41,30.20,-302.00, ,3.81,24.96,249.60
0 0:25:4, ,3.52,47.68,-476.80, ,11.42,30.16,-301.60, ,3.81,24.96,249.60
0 0:25:12, ,3.52,47.64,-476.40, ,11.42,30.16,-301.60, ,3.81,24.96,249.60
0 0:25:20, ,3.52,47.56,-475.60, ,11.42,30.12,-301.20, ,3.81,24.96,249.60
0 0:25:28, ,3.52,47.52,-475.20, ,11.42,30.12,-301.20, ,3.81,24.96,249.60
0 0:25:36, ,3.52,47.48,-474.80, ,11.41,30.12,-301.20, ,3.81,24.96,249.60
0 0:25:44, ,3.52,47.48,-474.80, ,11.41,30.08,-300.80, ,3.81,24.96,249.60
0 0:25:52, ,3.52,47.44,-474.40, ,11.41,30.08,-300.80, ,3.81,24.92,249.20
0 0:26:0, ,3.52,47.44,-474.40, ,11.41,30.08,-300.80, ,3.81,24.96,249.60
0 0:26:8, ,3.52,47.40,-474.00, ,11.42,30.08,-300.80, ,3.81,24.96,249.60
0 0:26:16, ,3.52,47.40,-474.00, ,11.42,30.08,-300.80, ,3.81,24.96,249.60
0 0:26:24, ,3.52,47.36,-473.60, ,11.42,30.04,-300.40, ,3.81,24.96,249.60
0 0:26:32, ,3.52,47.32,-473.20, ,11.42,30.04,-300.40, ,3.81,24.96,249.60
0 0:26:40, ,3.52,47.32,-473.20, ,11.42,30.04,-300.40, ,3.81,24.96,249.60
0 0:26:48, ,3.52,47.28,-472.80, ,11.42,30.04,-300.40, ,3.81,24.96,249.60
0 0:26:56, ,3.52,47.28,-472.80, ,11.42,30.00,-300.00, ,3.81,24.96,249.60
0 0:27:4, ,3.52,47.24,-472.40, ,11.42,30.00,-300.00, ,3.81,24.96,249.60
0 0:27:12, ,3.52,47.24,-472.40, ,11.42,30.00,-300.00, ,3.81,24.96,249.60
0 0:27:20, ,3.53,47.20,-472.00, ,11.42,30.00,-300.00, ,3.81,24.96,249.60
0 0:27:28, ,3.53,47.20,-472.00, ,11.42,30.00,-300.00, ,3.81,24.96,249.60
0 0:27:36, ,3.52,47.16,-471.60, ,11.41,29.96,-299.60, ,3.81,24.96,249.60
0 0:27:44, ,3.52,47.12,-471.20, ,11.42,29.96,-299.60, ,3.81,24.96,249.60
0 0:27:52, ,3.53,47.12,-471.20, ,11.42,29.96,-299.60, ,3.81,25.00,250.00
0 0:28:0, ,3.53,47.08,-470.80, ,11.42,29.96,-299.60, ,3.81,24.96,249.60
0 0:28:8, ,3.53,47.08,-470.80, ,11.42,29.96,-299.60, ,3.81,24.96,249.60
0 0:28:16, ,3.52,47.08,-470.80, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:28:24, ,3.53,47.04,-470.40, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:28:32, ,3.53,47.04,-470.40, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:28:40, ,3.53,47.04,-470.40, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:28:48, ,3.53,47.00,-470.00, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:28:56, ,3.53,47.00,-470.00, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:29:4, ,3.53,46.96,-469.60, ,11.42,29.92,-299.20, ,3.81,24.96,249.60
0 0:29:12, ,3.53,46.92,-469.20, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:29:20, ,3.53,46.92,-469.20, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:29:28, ,3.53,46.96,-469.60, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:29:36, ,3.53,46.92,-469.20, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:29:44, ,3.53,46.88,-468.80, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:29:52, ,3.53,46.88,-468.80, ,11.42,29.88,-298.80, ,3.81,24.96,249.60
0 0:30:0, ,3.53,46.88,-468.80, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:8, ,3.53,46.88,-468.80, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:16, ,3.53,46.84,-468.40, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:24, ,3.53,46.84,-468.40, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:32, ,3.53,46.80,-468.00, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:40, ,3.53,46.80,-468.00, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:48, ,3.53,46.80,-468.00, ,11.42,29.84,-298.40, ,3.81,24.96,249.60
0 0:30:56, ,3.53,46.76,-467.60, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:31:4, ,3.53,46.76,-467.60, ,11.42,29.84,-298.40, ,3.81,25.00,250.00
0 0:31:12, ,3.53,46.76,-467.60, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
0 0:31:20, ,3.53,46.76,-467.60, ,11.42,29.80,-298.00, ,3.81,24.96,249.60
