0 0:0:0, ,3.98,-14.96,149.60, ,0.00,0.00,0.00, ,4.87,10.44,104.40
0 0:0:8, ,3.97,-14.96,149.60, ,0.00,0.00,0.00, ,4.87,10.48,104.80
0 0:0:16, ,4.03,-15.20,152.00, ,0.00,0.00,0.00, ,4.93,10.60,106.00
0 0:0:24, ,4.03,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:0:32, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:0:40, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:0:48, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:0:56, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:1:4, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:1:12, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.64,106.40
0 0:1:20, ,4.02,-15.24,152.40, ,0.00,0.00,0.00, ,4.93,10.68,106.80
0 0:1:28, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.93,10.68,106.80
0 0:1:36, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.93,10.68,106.80
0 0:1:44, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:1:52, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:0, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:8, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:16, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:24, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:32, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:40, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:48, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:2:56, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:4, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:12, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:20, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:28, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:36, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:44, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:3:52, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:0, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:8, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:16, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:24, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:32, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:40, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:48, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:4:56, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:4, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:12, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:20, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:28, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:36, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:44, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:5:52, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:6:0, ,4.02,-15.28,152.80, ,0.00,0.00,0.00, ,4.94,10.68,106.80
0 0:6:8, ,4.02,-15.32,153.20, ,0.00,0.00,0.00, ,4.94,10.68,106.80
