0 0:0:0, ,0.00,0.00,0.00,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:0:8, ,0.00,0.00,0.00,0.00, ,0.08,0.00,0.08,0.00, ,0.00,0.00,0.00,0.00
0 0:0:16, ,0.00,0.00,0.00,0.00, ,0.11,0.00,0.11,0.00, ,0.00,0.00,0.00,0.00
0 0:0:24, ,0.00,0.00,0.00,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:0:32, ,0.00,0.00,0.00,0.00, ,0.11,0.00,0.11,0.00, ,0.00,0.00,0.00,0.00
0 0:0:40, ,0.00,0.00,0.00,0.00, ,0.05,0.00,0.05,0.00, ,0.00,0.00,0.00,0.00
0 0:0:48, ,0.00,0.00,0.00,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:0:56, ,0.00,0.00,0.00,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:1:4, ,0.00,0.00,0.00,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:1:12, ,0.00,0.00,0.00,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:1:20, ,0.18,0.00,0.18,0.00, ,0.07,0.00,0.07,0.00, ,0.00,0.00,0.00,0.00
0 0:1:28, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:1:36, ,0.18,0.00,0.18,0.00, ,0.04,0.00,0.04,0.00, ,0.00,0.00,0.00,0.00
0 0:1:44, ,0.18,0.00,0.18,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:1:52, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:2:0, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:2:8, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:2:16, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:2:24, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:2:32, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:2:40, ,0.18,0.00,0.18,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:2:48, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:2:56, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:3:4, ,0.18,0.00,0.18,0.00, ,0.08,0.00,0.08,0.00, ,0.00,0.00,0.00,0.00
0 0:3:12, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:3:20, ,0.18,0.00,0.18,0.00, ,0.05,0.00,0.05,0.00, ,0.00,0.00,0.00,0.00
0 0:3:28, ,0.18,0.00,0.18,0.00, ,0.07,0.00,0.07,0.00, ,0.00,0.00,0.00,0.00
0 0:3:36, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:3:44, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:3:52, ,0.18,0.00,0.18,0.00, ,0.09,0.00,0.09,0.00, ,0.00,0.00,0.00,0.00
0 0:4:0, ,0.18,0.00,0.18,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:4:8, ,0.18,0.00,0.18,0.00, ,0.03,0.00,0.03,0.00, ,0.00,0.00,0.00,0.00
0 0:4:16, ,0.18,0.00,0.18,0.00, ,0.08,0.00,0.08,0.00, ,0.00,0.00,0.00,0.00
0 0:4:24, ,0.18,0.00,0.18,0.00, ,0.04,0.00,0.04,0.00, ,0.00,0.00,0.00,0.00
0 0:4:32, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:4:40, ,0.18,0.00,0.18,0.00, ,0.04,0.00,0.04,0.00, ,0.00,0.00,0.00,0.00
0 0:4:48, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:4:56, ,0.18,0.00,0.18,0.00, ,0.05,0.00,0.05,0.00, ,0.00,0.00,0.00,0.00
0 0:5:4, ,0.18,0.00,0.18,0.00, ,0.08,0.00,0.08,0.00, ,0.00,0.00,0.00,0.00
0 0:5:12, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:5:20, ,0.18,0.00,0.18,0.00, ,0.04,0.00,0.04,0.00, ,0.00,0.00,0.00,0.00
0 0:5:28, ,0.18,0.00,0.18,0.00, ,0.08,0.00,0.08,0.00, ,0.00,0.00,0.00,0.00
0 0:5:36, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:5:44, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:5:52, ,0.18,0.00,0.18,0.00, ,0.06,0.00,0.06,0.00, ,0.00,0.00,0.00,0.00
0 0:6:0, ,0.18,0.00,0.18,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:6:8, ,0.18,0.00,0.18,0.00, ,0.10,0.00,0.10,0.00, ,0.00,0.00,0.00,0.00
0 0:6:16, ,0.18,0.00,0.18,0.00, ,0.07,0.00,0.07,0.00, ,0.00,0.00,0.00,0.00
